question,horizon,condition,fresh_probability,authors_panel_median,fresh_paired_multiplier,authors_panel_paired_multiplier
ladder:bio:100,2100,p3b,0.49,0.3865,0.8166666666666667,0.7898161329129229
ladder:bio:100,2100,p4,0.56,0.45999999999999996,0.9333333333333335,0.9018499505645788
ladder:bio:100,2100,p5,0.38,0.344,0.6333333333333334,0.7066576818835831
ladder:bio:100,2100,eci_p10,0.49,0.41000000000000003,0.8166666666666667,0.77746025264604
ladder:bio:100,2100,eci_p25,0.55,0.485,0.9166666666666667,0.8886110676947647
ladder:bio:100,2100,eci_p50,0.6,0.55,1.0,0.9972183534434395
ladder:bio:100,2100,eci_p75,0.67,0.625,1.1166666666666667,1.0734900802433864
ladder:bio:100,2100,eci_p90,0.74,0.6819999999999999,1.2333333333333334,1.210623172423387
ladder:bio:1k,6mo,unconditional,0.01,0.0031875000000000002,1.0,1.0
ladder:bio:1k,6mo,sq,0.011,0.003205,1.0999999999999999,1.012324058787501
ladder:bio:1k,6mo,p1,0.0105,0.0032125,1.0499999999999992,1.0071175275436894
ladder:bio:1k,6mo,p2a,0.0093,0.002855,0.9299999999999999,0.8717797887081346
ladder:bio:1k,6mo,p2b,0.0077,0.00269,0.7699999999999999,0.8129388446970603
ladder:bio:1k,6mo,p3a,0.0087,0.0026225,0.8699999999999997,0.8119934318289365
ladder:bio:1k,6mo,p3b,0.0075,0.002385,0.7499999999999994,0.7035623639735145
ladder:bio:1k,6mo,p4,0.009,0.0027,0.8999999999999996,0.8396427811873332
ladder:bio:1k,6mo,p5,0.005,0.002085,0.49999999999999994,0.5830951894845302
ladder:bio:1k,6mo,eci_p10,0.007,0.0021149999999999997,0.7,0.6500000000000001
ladder:bio:1k,6mo,eci_p25,0.0085,0.0025599999999999998,0.8499999999999999,0.8176621726430962
ladder:bio:1k,6mo,eci_p50,0.01,0.003,1.0,0.9899494936611665
ladder:bio:1k,6mo,eci_p75,0.013,0.0036049999999999997,1.2999999999999992,1.1406764910099867
ladder:bio:1k,6mo,eci_p90,0.017,0.0045249999999999995,1.6999999999999997,1.4536311355570466
ladder:bio:1k,12mo,unconditional,0.02,0.00759375,1.0,1.0
ladder:bio:1k,12mo,sq,0.022,0.0077275,1.0999999999999999,1.0269493658404005
ladder:bio:1k,12mo,p1,0.021,0.007688749999999999,1.0500000000000003,1.0118053172424033
ladder:bio:1k,12mo,p2a,0.0185,0.0067325,0.9249999999999999,0.8755950357709132
ladder:bio:1k,12mo,p2b,0.0154,0.006275,0.7700000000000002,0.8102602909747183
ladder:bio:1k,12mo,p3a,0.0174,0.00610375,0.87,0.8091735937126873
ladder:bio:1k,12mo,p3b,0.015,0.00546,0.7499999999999998,0.6975211210319828
ladder:bio:1k,12mo,p4,0.018,0.006325,0.9,0.8332380897952963
ladder:bio:1k,12mo,p5,0.01,0.00464,0.5000000000000002,0.5822370651203854
ladder:bio:1k,12mo,eci_p10,0.014,0.0047550000000000005,0.6999999999999996,0.6251856867020732
ladder:bio:1k,12mo,eci_p25,0.017,0.00594,0.8500000000000002,0.7992853951231328
ladder:bio:1k,12mo,eci_p50,0.02,0.007125,1.0,0.9916316520429014
ladder:bio:1k,12mo,eci_p75,0.026,0.0087825,1.2999999999999998,1.1649034294738778
ladder:bio:1k,12mo,eci_p90,0.034,0.011425,1.6999999999999997,1.5065076227458343
ladder:bio:1k,2028,unconditional,0.05,0.02515,1.0,1.0
ladder:bio:1k,2028,sq,0.055,0.02605,1.0999999999999999,1.0564090116995406
ladder:bio:1k,2028,p1,0.053,0.02565,1.0599999999999998,1.0198039027185568
ladder:bio:1k,2028,p2a,0.046,0.022,0.9199999999999997,0.8544545585299388
ladder:bio:1k,2028,p2b,0.039,0.02015,0.78,0.7932078819334518
ladder:bio:1k,2028,p3a,0.044,0.019549999999999998,0.88,0.783037769298613
ladder:bio:1k,2028,p3b,0.038,0.017,0.76,0.6660830779014482
ladder:bio:1k,2028,p4,0.045,0.0204,0.9,0.8228901191217137
ladder:bio:1k,2028,p5,0.026,0.0138,0.5199999999999999,0.5399588461684423
ladder:bio:1k,2028,eci_p10,0.036,0.0145,0.7199999999999996,0.5850925852660699
ladder:bio:1k,2028,eci_p25,0.043,0.01895,0.8599999999999997,0.7803845206050668
ladder:bio:1k,2028,eci_p50,0.05,0.0235,1.0,0.9899494936611665
ladder:bio:1k,2028,eci_p75,0.062,0.0303,1.2399999999999998,1.2336035739968405
ladder:bio:1k,2028,eci_p90,0.08,0.04105,1.5999999999999994,1.6312172035683632
ladder:bio:1k,2030,unconditional,0.08,0.054625,1.0,1.0
ladder:bio:1k,2030,sq,0.087,0.05655,1.0875,1.083380951334426
ladder:bio:1k,2030,p1,0.084,0.055725,1.0500000000000003,1.0282298000637455
ladder:bio:1k,2030,p2a,0.074,0.04685,0.9249999999999999,0.8319941620674303
ladder:bio:1k,2030,p2b,0.062,0.04245,0.775,0.7534269532695543
ladder:bio:1k,2030,p3a,0.07,0.040875,0.8750000000000003,0.763450812336422
ladder:bio:1k,2030,p3b,0.06,0.0347,0.7500000000000001,0.6300510183423923
ladder:bio:1k,2030,p4,0.072,0.043,0.9,0.8099823631236845
ladder:bio:1k,2030,p5,0.042,0.027,0.525,0.49551560448255744
ladder:bio:1k,2030,eci_p10,0.058,0.02985,0.7250000000000001,0.5759140722655944
ladder:bio:1k,2030,eci_p25,0.07,0.04015,0.8750000000000003,0.7874205076708514
ladder:bio:1k,2030,eci_p50,0.08,0.0505,1.0,0.9909591313469994
ladder:bio:1k,2030,eci_p75,0.1,0.06609999999999999,1.2500000000000004,1.2457161376702857
ladder:bio:1k,2030,eci_p90,0.13,0.09204999999999999,1.6250000000000002,1.7016615920661322
ladder:bio:1k,2050,unconditional,0.32,0.2415,1.0,1.0
ladder:bio:1k,2050,sq,0.345,0.2885,1.078125,1.1384919943346201
ladder:bio:1k,2050,p1,0.335,0.2855,1.046875,1.1315578997220073
ladder:bio:1k,2050,p2a,0.3,0.21800000000000003,0.9374999999999999,0.8697290218387399
ladder:bio:1k,2050,p2b,0.25,0.1905,0.78125,0.7535629654230248
ladder:bio:1k,2050,p3a,0.285,0.196,0.8906249999999998,0.8071112509614591
ladder:bio:1k,2050,p3b,0.245,0.16,0.765625,0.656832224718437
ladder:bio:1k,2050,p4,0.29,0.1995,0.9062499999999999,0.8154753215150046
ladder:bio:1k,2050,p5,0.175,0.123,0.546875,0.5037360419902471
ladder:bio:1k,2050,eci_p10,0.24,0.173,0.7499999999999999,0.7075876427050175
ladder:bio:1k,2050,eci_p25,0.28,0.20450000000000002,0.8750000000000001,0.8451542547285166
ladder:bio:1k,2050,eci_p50,0.32,0.235,1.0,0.9937303457175896
ladder:bio:1k,2050,eci_p75,0.38,0.27,1.1875,1.1309604009740697
ladder:bio:1k,2050,eci_p90,0.45,0.3325,1.40625,1.3426544933211129
ladder:bio:1k,2100,unconditional,0.45,0.47624999999999995,1.0,1.0
ladder:bio:1k,2100,sq,0.475,0.545,1.0555555555555556,1.1153840740538936
ladder:bio:1k,2100,p1,0.465,0.57125,1.0333333333333334,1.1081025026876283
ladder:bio:1k,2100,p2a,0.42,0.41375,0.9333333333333333,0.9296255227130302
ladder:bio:1k,2100,p2b,0.36,0.35625,0.7999999999999999,0.8633192903233051
ladder:bio:1k,2100,p3a,0.4,0.3825,0.888888888888889,0.8880154438811461
ladder:bio:1k,2100,p3b,0.35,0.31825000000000003,0.7777777777777777,0.7811556065424181
ladder:bio:1k,2100,p4,0.41,0.3875,0.9111111111111111,0.8976158898517149
ladder:bio:1k,2100,p5,0.26,0.28275,0.5777777777777778,0.6948792289723035
ladder:bio:1k,2100,eci_p10,0.35,0.345,0.7777777777777777,0.7638071487909875
ladder:bio:1k,2100,eci_p25,0.4,0.4075,0.888888888888889,0.8769148144698747
ladder:bio:1k,2100,eci_p50,0.45,0.46499999999999997,1.0,0.9956803253779938
ladder:bio:1k,2100,eci_p75,0.51,0.5435,1.1333333333333333,1.084585879777275
ladder:bio:1k,2100,eci_p90,0.58,0.58275,1.2888888888888888,1.237179148263484
ladder:bio:10k,6mo,unconditional,0.005,0.0018625,1.0,1.0
ladder:bio:10k,6mo,sq,0.0055,0.001805,1.0999999999999999,1.0187782344107528
ladder:bio:10k,6mo,p1,0.0053,0.0018425,1.0599999999999994,1.0090499582190258
ladder:bio:10k,6mo,p2a,0.0046,0.0016350000000000002,0.9199999999999997,0.8763560920082656
ladder:bio:10k,6mo,p2b,0.0038,0.00155,0.7599999999999997,0.81293884469706
ladder:bio:10k,6mo,p3a,0.0044,0.0014824999999999999,0.88,0.8138795979750318
ladder:bio:10k,6mo,p3b,0.0037,0.00135,0.74,0.7099295739719538
ladder:bio:10k,6mo,p4,0.0045,0.0015,0.8999999999999996,0.8378544026261361
ladder:bio:10k,6mo,p5,0.0025,0.00115,0.49999999999999994,0.5830951894845298
ladder:bio:10k,6mo,eci_p10,0.0035,0.00125,0.7,0.632527397897442
ladder:bio:10k,6mo,eci_p25,0.0042,0.0015,0.8399999999999994,0.8122919314003932
ladder:bio:10k,6mo,eci_p50,0.005,0.00173,1.0,0.9899494936611665
ladder:bio:10k,6mo,eci_p75,0.0065,0.002125,1.2999999999999992,1.1545365067656133
ladder:bio:10k,6mo,eci_p90,0.0088,0.0027,1.76,1.480305491385507
ladder:bio:10k,12mo,unconditional,0.011,0.004656250000000001,1.0,1.0
ladder:bio:10k,12mo,sq,0.012,0.0045125,1.0909090909090904,1.0363783093060177
ladder:bio:10k,12mo,p1,0.0116,0.00460625,1.054545454545454,1.0158740079360233
ladder:bio:10k,12mo,p2a,0.01,0.0040875,0.9090909090909092,0.8763560920082651
ladder:bio:10k,12mo,p2b,0.0085,0.00381,0.7727272727272726,0.8017372441739571
ladder:bio:10k,12mo,p3a,0.0096,0.00369625,0.8727272727272724,0.8195933951254933
ladder:bio:10k,12mo,p3b,0.0082,0.0032849999999999997,0.7454545454545454,0.6914332939626207
ladder:bio:10k,12mo,p4,0.0099,0.00375,0.8999999999999996,0.8378544026261361
ladder:bio:10k,12mo,p5,0.0055,0.0027800000000000004,0.49999999999999994,0.5699122739509999
ladder:bio:10k,12mo,eci_p10,0.0077,0.002825,0.7,0.6096993794759292
ladder:bio:10k,12mo,eci_p25,0.0093,0.0036,0.8454545454545455,0.784856674813943
ladder:bio:10k,12mo,eci_p50,0.011,0.004325,1.0,0.9899494936611665
ladder:bio:10k,12mo,eci_p75,0.0145,0.0053124999999999995,1.3181818181818175,1.1796185824239966
ladder:bio:10k,12mo,eci_p90,0.019,0.00675,1.7272727272727266,1.5424430086011631
ladder:bio:10k,2028,unconditional,0.03,0.0172,1.0,1.0
ladder:bio:10k,2028,sq,0.033,0.01805,1.1000000000000003,1.0702591020190135
ladder:bio:10k,2028,p1,0.032,0.017599999999999998,1.066666666666667,1.02469507659596
ladder:bio:10k,2028,p2a,0.028,0.014849999999999999,0.9333333333333336,0.8579044235810885
ladder:bio:10k,2028,p2b,0.023,0.0134,0.7666666666666666,0.7801894976054938
ladder:bio:10k,2028,p3a,0.026,0.0129,0.8666666666666667,0.7862453931068967
ladder:bio:10k,2028,p3b,0.022,0.01105,0.7333333333333334,0.652791209833867
ladder:bio:10k,2028,p4,0.027,0.013600000000000001,0.9,0.8223580286424688
ladder:bio:10k,2028,p5,0.015,0.00875,0.49999999999999994,0.5267826876426369
ladder:bio:10k,2028,eci_p10,0.021,0.00936,0.7000000000000003,0.557592226370751
ladder:bio:10k,2028,eci_p25,0.026,0.012650000000000002,0.8666666666666667,0.7631424268354918
ladder:bio:10k,2028,eci_p50,0.03,0.016,1.0,0.9899494936611665
ladder:bio:10k,2028,eci_p75,0.038,0.0211,1.266666666666667,1.2642438451501357
ladder:bio:10k,2028,eci_p90,0.05,0.028749999999999998,1.6666666666666672,1.7245037093257474
ladder:bio:10k,2030,unconditional,0.05,0.038,1.0,1.0
ladder:bio:10k,2030,sq,0.055,0.0399,1.0999999999999999,1.0839082723446403
ladder:bio:10k,2030,p1,0.053,0.03895,1.0599999999999998,1.0363236302751502
ladder:bio:10k,2030,p2a,0.046,0.03215,0.9199999999999997,0.8296298658351895
ladder:bio:10k,2030,p2b,0.039,0.0287,0.78,0.7497245871129873
ladder:bio:10k,2030,p3a,0.044,0.0275,0.88,0.7596991885890477
ladder:bio:10k,2030,p3b,0.037,0.0229,0.74,0.6321919539717877
ladder:bio:10k,2030,p4,0.045,0.0292,0.9,0.8065800819332379
ladder:bio:10k,2030,p5,0.026,0.01735,0.5199999999999999,0.49033516234160845
ladder:bio:10k,2030,eci_p10,0.036,0.019799999999999998,0.7199999999999996,0.5356832289134416
ladder:bio:10k,2030,eci_p25,0.043,0.02735,0.8599999999999997,0.7533259586659684
ladder:bio:10k,2030,eci_p50,0.05,0.035,1.0,0.9909591313469994
ladder:bio:10k,2030,eci_p75,0.064,0.0467,1.2799999999999996,1.280406185552069
ladder:bio:10k,2030,eci_p90,0.083,0.06505,1.66,1.7912832417498674
ladder:bio:10k,2050,unconditional,0.23,0.188,1.0,1.0
ladder:bio:10k,2050,sq,0.25,0.22974999999999998,1.0869565217391306,1.1770533316101464
ladder:bio:10k,2050,p1,0.242,0.21550000000000002,1.0521739130434782,1.1453873692796375
ladder:bio:10k,2050,p2a,0.21,0.167,0.9130434782608696,0.8594941295495616
ladder:bio:10k,2050,p2b,0.18,0.14300000000000002,0.782608695652174,0.7376854981493767
ladder:bio:10k,2050,p3a,0.205,0.147,0.8913043478260868,0.7874216410046754
ladder:bio:10k,2050,p3b,0.175,0.1165,0.7608695652173912,0.6308958366087434
ladder:bio:10k,2050,p4,0.21,0.151,0.9130434782608696,0.8051893978002729
ladder:bio:10k,2050,p5,0.125,0.08524999999999999,0.5434782608695653,0.46609159969939895
ladder:bio:10k,2050,eci_p10,0.17,0.13065,0.7391304347826088,0.6963106238227913
ladder:bio:10k,2050,eci_p25,0.2,0.157,0.8695652173913044,0.8374357893586235
ladder:bio:10k,2050,eci_p50,0.23,0.1825,1.0,0.9925649526278798
ladder:bio:10k,2050,eci_p75,0.28,0.2135,1.2173913043478262,1.168608127346429
ladder:bio:10k,2050,eci_p90,0.34,0.2605,1.4782608695652177,1.421163056618605
ladder:bio:10k,2100,unconditional,0.34,0.38,1.0,1.0
ladder:bio:10k,2100,sq,0.36,0.41095000000000004,1.0588235294117645,1.1387288073563857
ladder:bio:10k,2100,p1,0.355,0.4174,1.0441176470588234,1.1159844288435414
ladder:bio:10k,2100,p2a,0.315,0.33,0.9264705882352939,0.9219790406912312
ladder:bio:10k,2100,p2b,0.27,0.28500000000000003,0.7941176470588235,0.8462370921421586
ladder:bio:10k,2100,p3a,0.3,0.305,0.8823529411764703,0.8631656533105015
ladder:bio:10k,2100,p3b,0.265,0.252,0.7794117647058822,0.7486251134176306
ladder:bio:10k,2100,p4,0.31,0.31,0.9117647058823528,0.8820555413475831
ladder:bio:10k,2100,p5,0.2,0.22,0.588235294117647,0.6546536707079772
ladder:bio:10k,2100,eci_p10,0.26,0.27,0.7647058823529411,0.7342983992861071
ladder:bio:10k,2100,eci_p25,0.3,0.32,0.8823529411764703,0.8650732040420904
ladder:bio:10k,2100,eci_p50,0.34,0.37,1.0,0.9941495528004494
ladder:bio:10k,2100,eci_p75,0.39,0.43595,1.1470588235294115,1.104933989376343
ladder:bio:10k,2100,eci_p90,0.46,0.4717,1.352941176470588,1.2909944487358056
ladder:bio:100k,6mo,unconditional,0.0025,0.0008600000000000001,1.0,1.0
ladder:bio:100k,6mo,sq,0.0028,0.00083,1.12,1.0152409988344073
ladder:bio:100k,6mo,p1,0.0027,0.0008500000000000001,1.0799999999999998,1.0106574946185138
ladder:bio:100k,6mo,p2a,0.0023,0.000745,0.9199999999999997,0.8679060257684683
ladder:bio:100k,6mo,p2b,0.0019,0.0007000000000000001,0.7599999999999997,0.8129388446970603
ladder:bio:100k,6mo,p3a,0.0022,0.00067,0.88,0.8173466556826148
ladder:bio:100k,6mo,p3b,0.0018,0.0006000000000000001,0.7199999999999996,0.7071067811865475
ladder:bio:100k,6mo,p4,0.0022,0.00068,0.88,0.8366600265340751
ladder:bio:100k,6mo,p5,0.0012,0.0005,0.4799999999999997,0.5749396103553445
ladder:bio:100k,6mo,eci_p10,0.0017,0.0005600000000000001,0.6799999999999998,0.6261497361362467
ladder:bio:100k,6mo,eci_p25,0.0021,0.00068,0.8399999999999994,0.8084376466811946
ladder:bio:100k,6mo,eci_p50,0.0025,0.00079,1.0,0.9874208829065747
ladder:bio:100k,6mo,eci_p75,0.0033,0.00098,1.3199999999999992,1.1535659000309801
ladder:bio:100k,6mo,eci_p90,0.0045,0.00126,1.7999999999999994,1.480305491385507
ladder:bio:100k,12mo,unconditional,0.006,0.00215,1.0,1.0
ladder:bio:100k,12mo,sq,0.0066,0.0020800000000000003,1.0999999999999999,1.0366934616044097
ladder:bio:100k,12mo,p1,0.0064,0.00213,1.0666666666666667,1.0165300454651274
ladder:bio:100k,12mo,p2a,0.0055,0.00186,0.9166666666666672,0.8763560920082651
ladder:bio:100k,12mo,p2b,0.0046,0.00175,0.7666666666666669,0.8014479649856942
ladder:bio:100k,12mo,p3a,0.0053,0.00167,0.8833333333333333,0.814137895457835
ladder:bio:100k,12mo,p3b,0.0044,0.0015,0.7333333333333337,0.6914866926802323
ladder:bio:100k,12mo,p4,0.0054,0.0017000000000000001,0.9000000000000004,0.840329605663067
ladder:bio:100k,12mo,p5,0.003,0.00125,0.49999999999999994,0.5703799902988649
ladder:bio:100k,12mo,eci_p10,0.0042,0.0014,0.7,0.6136899743481106
ladder:bio:100k,12mo,eci_p25,0.005,0.0017000000000000001,0.8333333333333338,0.7957579840823271
ladder:bio:100k,12mo,eci_p50,0.006,0.00198,1.0,0.9899494936611665
ladder:bio:100k,12mo,eci_p75,0.008,0.00245,1.3333333333333333,1.179618582423997
ladder:bio:100k,12mo,eci_p90,0.011,0.00315,1.8333333333333344,1.5424430086011638
ladder:bio:100k,2028,unconditional,0.016,0.0095,1.0,1.0
ladder:bio:100k,2028,sq,0.0176,0.009999999999999998,1.100000000000001,1.0770329614269005
ladder:bio:100k,2028,p1,0.017,0.0097,1.0625000000000007,1.0246950765959595
ladder:bio:100k,2028,p2a,0.0148,0.00865,0.9249999999999999,0.8589399151150086
ladder:bio:100k,2028,p2b,0.0123,0.00805,0.7687499999999999,0.7810806338155737
ladder:bio:100k,2028,p3a,0.014,0.0076,0.8749999999999999,0.7848566748139433
ladder:bio:100k,2028,p3b,0.0118,0.0066,0.7375000000000005,0.6604846705261218
ladder:bio:100k,2028,p4,0.0144,0.0079,0.9000000000000004,0.8221921916437784
ladder:bio:100k,2028,p5,0.008,0.0052499999999999995,0.49999999999999994,0.5272570530585625
ladder:bio:100k,2028,eci_p10,0.011,0.00585,0.6875000000000004,0.5649778756730213
ladder:bio:100k,2028,eci_p25,0.0135,0.00785,0.8437500000000004,0.769935062196806
ladder:bio:100k,2028,eci_p50,0.016,0.0094,1.0,0.9888264649460886
ladder:bio:100k,2028,eci_p75,0.021,0.0119,1.3125000000000007,1.2680693987317884
ladder:bio:100k,2028,eci_p90,0.028,0.0155,1.7500000000000007,1.7245037093257467
ladder:bio:100k,2030,unconditional,0.03,0.022,1.0,1.0
ladder:bio:100k,2030,sq,0.033,0.024149999999999998,1.1000000000000003,1.089106902996141
ladder:bio:100k,2030,p1,0.032,0.022699999999999998,1.066666666666667,1.0352116488403407
ladder:bio:100k,2030,p2a,0.028,0.01985,0.9333333333333336,0.8352245207128439
ladder:bio:100k,2030,p2b,0.023,0.018099999999999998,0.7666666666666666,0.7478665307567167
ladder:bio:100k,2030,p3a,0.026,0.01795,0.8666666666666667,0.7624656360478459
ladder:bio:100k,2030,p3b,0.022,0.0153,0.7333333333333334,0.6332334604114154
ladder:bio:100k,2030,p4,0.027,0.01865,0.9,0.8040665873689053
ladder:bio:100k,2030,p5,0.015,0.011550000000000001,0.49999999999999994,0.49152822909778027
ladder:bio:100k,2030,eci_p10,0.021,0.01334,0.7000000000000003,0.5375529840883978
ladder:bio:100k,2030,eci_p25,0.026,0.018349999999999998,0.8666666666666667,0.7532386215885586
ladder:bio:100k,2030,eci_p50,0.03,0.02175,1.0,0.9899494936611665
ladder:bio:100k,2030,eci_p75,0.039,0.028,1.3000000000000003,1.2820706935102664
ladder:bio:100k,2030,eci_p90,0.052,0.0368,1.7333333333333334,1.7924326055137823
ladder:bio:100k,2050,unconditional,0.16,0.1325,1.0,1.0
ladder:bio:100k,2050,sq,0.175,0.14805000000000001,1.09375,1.179875104897927
ladder:bio:100k,2050,p1,0.17,0.1381,1.0625000000000002,1.1429417261932842
ladder:bio:100k,2050,p2a,0.148,0.1164,0.9249999999999999,0.8514939910573196
ladder:bio:100k,2050,p2b,0.124,0.1019,0.775,0.7258724104844604
ladder:bio:100k,2050,p3a,0.142,0.1072,0.8875,0.7837957894751651
ladder:bio:100k,2050,p3b,0.12,0.0864,0.7500000000000001,0.6243191780573663
ladder:bio:100k,2050,p4,0.145,0.1099,0.9062500000000001,0.7968442660355445
ladder:bio:100k,2050,p5,0.085,0.0624,0.53125,0.4615762467663899
ladder:bio:100k,2050,eci_p10,0.115,0.0993,0.71875,0.685449684397965
ladder:bio:100k,2050,eci_p25,0.14,0.11865,0.8750000000000001,0.8366600265340756
ladder:bio:100k,2050,eci_p50,0.16,0.1311,1.0,0.9917305136803575
ladder:bio:100k,2050,eci_p75,0.2,0.15345,1.2500000000000002,1.1834697373380723
ladder:bio:100k,2050,eci_p90,0.25,0.18265,1.5625000000000002,1.4509525002200232
ladder:bio:100k,2100,unconditional,0.25,0.255,1.0,1.0
ladder:bio:100k,2100,sq,0.27,0.2751,1.08,1.1396057645963795
ladder:bio:100k,2100,p1,0.263,0.28205,1.0519999999999998,1.1194341570991126
ladder:bio:100k,2100,p2a,0.232,0.2249,0.9279999999999999,0.9157623543557426
ladder:bio:100k,2100,p2b,0.197,0.2096,0.7879999999999999,0.8407128103916642
ladder:bio:100k,2100,p3a,0.223,0.2137,0.892,0.8575187145856711
ladder:bio:100k,2100,p3b,0.19,0.19615,0.76,0.7408590827216252
ladder:bio:100k,2100,p4,0.228,0.2177,0.912,0.8783100656536799
ladder:bio:100k,2100,p5,0.14,0.1745,0.5599999999999999,0.6457883604682658
ladder:bio:100k,2100,eci_p10,0.19,0.20600000000000002,0.76,0.7247849910201094
ladder:bio:100k,2100,eci_p25,0.22,0.2319,0.88,0.8601451180237847
ladder:bio:100k,2100,eci_p50,0.25,0.25295,1.0,0.9929058711506934
ladder:bio:100k,2100,eci_p75,0.3,0.30510000000000004,1.1999999999999997,1.1138229229816554
ladder:bio:100k,2100,eci_p90,0.36,0.365,1.4399999999999997,1.3174175391390073
ladder:bio:1M,6mo,unconditional,0.0012,0.00043000000000000004,1.0,1.0
ladder:bio:1M,6mo,sq,0.0013,0.000415,1.0833333333333333,1.0166120203892928
ladder:bio:1M,6mo,p1,0.0013,0.00042500000000000003,1.0833333333333333,1.0099504938362078
ladder:bio:1M,6mo,p2a,0.0011,0.00037,0.9166666666666672,0.8717797887081341
ladder:bio:1M,6mo,p2b,0.0009,0.00035000000000000005,0.7500000000000001,0.8129388446970603
ladder:bio:1M,6mo,p3a,0.00105,0.000335,0.8749999999999999,0.812843334052932
ladder:bio:1M,6mo,p3b,0.00088,0.00030000000000000003,0.7333333333333337,0.7081162132224985
ladder:bio:1M,6mo,p4,0.00108,0.00034,0.9000000000000004,0.840917865872082
ladder:bio:1M,6mo,p5,0.0006,0.00025,0.49999999999999994,0.5830951894845302
ladder:bio:1M,6mo,eci_p10,0.0008,0.00028000000000000003,0.6666666666666671,0.6338093449250223
ladder:bio:1M,6mo,eci_p25,0.001,0.00034,0.8333333333333338,0.8039189724628435
ladder:bio:1M,6mo,eci_p50,0.0012,0.000395,1.0,0.9874208829065747
ladder:bio:1M,6mo,eci_p75,0.0016,0.00049,1.3333333333333344,1.1549891774384722
ladder:bio:1M,6mo,eci_p90,0.0022,0.00063,1.8333333333333344,1.480305491385507
ladder:bio:1M,12mo,unconditional,0.003,0.001075,1.0,1.0
ladder:bio:1M,12mo,sq,0.0033,0.0010400000000000001,1.0999999999999999,1.035116740598212
ladder:bio:1M,12mo,p1,0.0032,0.001065,1.0666666666666675,1.016530045465127
ladder:bio:1M,12mo,p2a,0.0028,0.00093,0.933333333333334,0.8763560920082651
ladder:bio:1M,12mo,p2b,0.0023,0.000875,0.7666666666666669,0.802893318666571
ladder:bio:1M,12mo,p3a,0.0026,0.000835,0.8666666666666667,0.8109253973085316
ladder:bio:1M,12mo,p3b,0.0022,0.00075,0.7333333333333337,0.6966586921393667
ladder:bio:1M,12mo,p4,0.0027,0.0008500000000000001,0.9000000000000004,0.8485281374238565
ladder:bio:1M,12mo,p5,0.0015,0.000625,0.5000000000000004,0.5703799902988651
ladder:bio:1M,12mo,eci_p10,0.002,0.0007,0.6666666666666671,0.6170899448216605
ladder:bio:1M,12mo,eci_p25,0.0025,0.0008500000000000001,0.8333333333333338,0.7989993742175266
ladder:bio:1M,12mo,eci_p50,0.003,0.00099,1.0,0.9899494936611665
ladder:bio:1M,12mo,eci_p75,0.004,0.001225,1.3333333333333344,1.1812422839254153
ladder:bio:1M,12mo,eci_p90,0.0055,0.001575,1.8333333333333344,1.5424430086011631
ladder:bio:1M,2028,unconditional,0.008,0.00475,1.0,1.0
ladder:bio:1M,2028,sq,0.0088,0.0051400000000000005,1.100000000000001,1.0744977685158095
ladder:bio:1M,2028,p1,0.0085,0.00488,1.0625000000000007,1.0256705123966467
ladder:bio:1M,2028,p2a,0.0074,0.004435,0.9250000000000008,0.85374989832438
ladder:bio:1M,2028,p2b,0.0061,0.004240000000000001,0.7625000000000004,0.7806351928704122
ladder:bio:1M,2028,p3a,0.007,0.00406,0.8750000000000007,0.778758400574046
ladder:bio:1M,2028,p3b,0.0059,0.0036,0.7375000000000005,0.6522687678055304
ladder:bio:1M,2028,p4,0.0072,0.004205,0.9000000000000004,0.8231498998212644
ladder:bio:1M,2028,p5,0.004,0.0028,0.5000000000000004,0.5268775948927795
ladder:bio:1M,2028,eci_p10,0.0055,0.003175,0.6875000000000004,0.5575922263707508
ladder:bio:1M,2028,eci_p25,0.0067,0.00395,0.8375,0.7625316684928863
ladder:bio:1M,2028,eci_p50,0.008,0.0047,1.0,0.9888264649460886
ladder:bio:1M,2028,eci_p75,0.0107,0.00605,1.3375,1.2680693987317884
ladder:bio:1M,2028,eci_p90,0.0145,0.008,1.8125000000000004,1.7245037093257467
ladder:bio:1M,2030,unconditional,0.016,0.0115,1.0,1.0
ladder:bio:1M,2030,sq,0.0176,0.012650000000000002,1.100000000000001,1.0917082591411145
ladder:bio:1M,2030,p1,0.017,0.01185,1.0625000000000007,1.0335152858830126
ladder:bio:1M,2030,p2a,0.0148,0.01037,0.9249999999999999,0.8403868156985804
ladder:bio:1M,2030,p2b,0.0123,0.00944,0.7687499999999999,0.746003846592251
ladder:bio:1M,2030,p3a,0.014,0.00936,0.8749999999999999,0.7582875444051549
ladder:bio:1M,2030,p3b,0.0118,0.00834,0.7375000000000005,0.6377544740970219
ladder:bio:1M,2030,p4,0.0144,0.00975,0.9000000000000004,0.801890794406474
ladder:bio:1M,2030,p5,0.008,0.00672,0.49999999999999994,0.4937104414532873
ladder:bio:1M,2030,eci_p10,0.011,0.007949999999999999,0.6875000000000004,0.5417363388859613
ladder:bio:1M,2030,eci_p25,0.0135,0.009625,0.8437500000000004,0.75249584716462
ladder:bio:1M,2030,eci_p50,0.016,0.011349999999999999,1.0,0.9883941910609739
ladder:bio:1M,2030,eci_p75,0.021,0.0147,1.3125000000000007,1.286856635371633
ladder:bio:1M,2030,eci_p90,0.029,0.0193,1.8125000000000004,1.7912832417498665
